sticker_code,original_sticker_code,prefix,item_number,sticker_type,is_foil,team,group_name,item_name,player_name,player_club,page_number,slot_number,notes
PAN17,PAN17,PAN,17,Player,FALSE,Panama,L,Jose Fajardo,Jose Fajardo,,,,
PAN18,PAN18,PAN,18,Player,FALSE,Panama,L,Cecilio Waterman,Cecilio Waterman,,,,
PAN19,PAN19,PAN,19,Player,FALSE,Panama,L,Jose Luiz Rodriguez,Jose Luiz Rodriguez,,,,
PAN20,PAN20,PAN,20,Player,FALSE,Panama,L,Alberto Quintero,Alberto Quintero,,,,
FWC9,FWC9,FWC,9,World Cup History,TRUE,,History,Italy 1934 - World Cup History,,,,,
FWC10,FWC10,FWC,10,World Cup History,TRUE,,History,Uruguay 1950 - World Cup History,,,,,
FWC11,FWC11,FWC,11,World Cup History,TRUE,,History,West Germany 1954 - World Cup History,,,,,
FWC12,FWC12,FWC,12,World Cup History,TRUE,,History,Brazil 1962 - World Cup History,,,,,
FWC13,FWC13,FWC,13,World Cup History,TRUE,,History,West Germany 1974 - World Cup History,,,,,
FWC14,FWC14,FWC,14,World Cup History,TRUE,,History,Argentina 1986 - World Cup History,,,,,
FWC15,FWC15,FWC,15,World Cup History,TRUE,,History,Brazil 1994 - World Cup History,,,,,
FWC16,FWC16,FWC,16,World Cup History,TRUE,,History,Brazil 2002 - World Cup History,,,,,
FWC17,FWC17,FWC,17,World Cup History,TRUE,,History,Italy 2006 - World Cup History,,,,,
FWC18,FWC18,FWC,18,World Cup History,TRUE,,History,Germany 2014 - World Cup History,,,,,
FWC19,FWC19,FWC,19,World Cup History,TRUE,,History,Argentina 2022 - World Cup History,,,,,
